airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-03-03,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,16142
Spicejet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,3815
Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,19644
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Indigo,2019-06-18,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Indigo,2019-03-01,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No Info,14306
Indigo,2019-03-27,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No Info,4326
Air Asia,2019-05-21,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,5192
Indigo,2019-05-18,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Indigo,2019-06-09,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6496
Multiple Carriers,2019-06-01,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13377
Spicejet,2019-06-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,2175
Air India,2019-06-24,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,9443
Air India,2019-05-15,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No Info,14960
Indigo,2019-03-21,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No Info,4777
Air India,2019-06-01,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,10678
Air India,2019-05-24,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,12802
Jet Airways,2019-06-12,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No Info,7591
Indigo,2019-06-24,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Multiple Carriers,2019-06-03,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,7530
Indigo,2019-06-03,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Goair,2019-06-24,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4692
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2.0,No Info,13292
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,8266
Air Asia,2019-04-09,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6451
Jet Airways,2019-05-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,3210
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,12192
Spicejet,2019-05-21,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,10588
Indigo,2019-04-09,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,4423
Indigo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No Info,14714
Indigo,2019-05-06,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No Info,5069
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Air India,2019-05-24,Kolkata,Banglore,09:10:00,11:05:00,1555,2.0,No Info,6117
Indigo,2019-06-27,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,10844
Spicejet,2019-05-12,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,8479
Air India,2019-05-21,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Vistara,2019-05-06,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,18:10:00,700,1.0,In-flight meal not included,10031
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Air Asia,2019-05-24,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,3383
Air India,2019-05-21,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,7480
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,No Info,12121
Indigo,2019-05-03,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Jet Airways,2019-05-09,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Vistara,2019-03-06,Mumbai,Hyderabad,10:25:00,22:55:00,750,1.0,No Info,12395
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12767
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8452
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-09,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Air India,2019-05-12,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,6304
Indigo,2019-05-18,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4423
Indigo,2019-04-01,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Indigo,2019-03-01,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,6565
Indigo,2019-04-27,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Air India,2019-05-27,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,12488
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,22:35:00,1660,1.0,In-flight meal not included,7064
Indigo,2019-05-09,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6147
Jet Airways,2019-06-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-06-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Multiple Carriers,2019-03-03,Delhi,Cochin,11:35:00,21:00:00,565,3.0,No Info,21829
Indigo,2019-06-24,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14781
Jet Airways,2019-04-15,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2.0,In-flight meal not included,7791
Air India,2019-03-01,Banglore,New Delhi,11:05:00,22:10:00,665,2.0,Change airports,13576
Goair,2019-05-18,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,4340
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,No Info,19828
Air India,2019-03-21,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,6745
Indigo,2019-03-06,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,14871
Jet Airways,2019-05-09,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,12373
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,8258
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No Info,14571
Indigo,2019-06-27,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,5775
Vistara,2019-04-12,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5403
Multiple Carriers,2019-03-27,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,6637
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2071
Vistara,2019-03-15,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6111
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,8452
Jet Airways,2019-03-09,Banglore,New Delhi,21:25:00,07:40:00,615,1.0,In-flight meal not included,7832
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,10539
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-06-15,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,15339
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,8016
Indigo,2019-06-12,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No Info,4864
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,6451
Air India,2019-05-21,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,10676
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,04:25:00,655,1.0,No Info,14714
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13731
Indigo,2019-06-09,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Multiple Carriers,2019-06-03,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Indigo,2019-03-01,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No Info,13302
Jet Airways,2019-06-01,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,7229
Jet Airways,2019-03-24,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2228
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,14571
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7888
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,14781
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,15:30:00,690,1.0,No Info,6305
Spicejet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,9555
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,7670
Air India,2019-06-24,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,11185
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1.0,No Info,14231
Indigo,2019-03-09,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,4462
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,18:50:00,890,1.0,No Info,15237
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,7531
Jet Airways,2019-04-24,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Jet Airways,2019-06-09,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-24,Delhi,Cochin,07:05:00,19:15:00,730,1.0,No Info,15058
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,9536
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No Info,16736
Spicejet,2019-06-27,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
Jet Airways,2019-04-01,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,5406
Indigo,2019-03-09,Delhi,Cochin,04:45:00,12:55:00,490,1.0,No Info,16162
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,15554
Indigo,2019-03-27,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Indigo,2019-05-27,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,13014
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,1460,2.0,No Info,14300
Air India,2019-06-24,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,8839
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,16:45:00,1130,1.0,No Info,12395
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,5192
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Indigo,2019-06-01,Chennai,Kolkata,15:40:00,18:25:00,165,0.0,No Info,3540
Multiple Carriers,2019-06-06,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,15965
Indigo,2019-03-03,Banglore,New Delhi,19:35:00,00:35:00,300,1.0,No Info,13292
Jet Airways,2019-03-06,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,18308
Air India,2019-03-03,Banglore,New Delhi,17:25:00,08:45:00,920,2.0,No Info,11570
Indigo,2019-05-27,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,14960
Air India,2019-04-09,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,4441
Indigo,2019-06-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,8614
Spicejet,2019-05-03,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Multiple Carriers,2019-06-24,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,7198
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Indigo,2019-06-15,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,6442
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,No Info,14388
Air India,2019-03-21,Banglore,New Delhi,08:15:00,23:10:00,895,1.0,No Info,4943
Air India,2019-03-03,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,12677
Goair,2019-04-01,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4239
Jet Airways,2019-06-21,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,10262
Air India,2019-04-12,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,5911
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,10:25:00,695,1.0,No Info,17261
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-15,Delhi,Cochin,11:35:00,01:30:00,835,3.0,No Info,16294
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,16079
Indigo,2019-06-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Indigo,2019-06-01,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6628
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,7064
Spicejet,2019-03-09,Delhi,Cochin,16:35:00,22:50:00,375,1.0,No Info,7084
Indigo,2019-03-06,Delhi,Cochin,07:35:00,22:20:00,885,1.0,No Info,7094
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Air India,2019-05-01,Kolkata,Banglore,09:10:00,21:50:00,760,2.0,No Info,12009
Air India,2019-04-21,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,7258
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935,1.0,No Info,8098
Air India,2019-06-12,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Indigo,2019-06-27,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6442
Indigo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,6534
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,18:50:00,1470,2.0,No Info,12604
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,13626
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,13067
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1.0,No Info,16092
Air India,2019-05-12,Kolkata,Banglore,12:00:00,23:15:00,2115,3.0,No Info,10991
Air India,2019-06-06,Kolkata,Banglore,08:20:00,20:25:00,725,2.0,No Info,11432
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,4392
Indigo,2019-03-27,Delhi,Cochin,09:10:00,15:30:00,380,1.0,No Info,10141
Indigo,2019-06-27,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,5000
Spicejet,2019-05-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2227
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,08:15:00,565,1.0,No Info,13555
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,23:25:00,1625,1.0,No Info,7927
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,7677
Air India,2019-03-06,Mumbai,Hyderabad,09:40:00,23:45:00,845,2.0,No Info,22619
Indigo,2019-03-03,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No Info,6144
Air India,2019-03-06,Banglore,New Delhi,11:50:00,19:50:00,480,1.0,No Info,14594
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,655,1.0,No Info,14714
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No Info,12719
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,8452
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4544
Indigo,2019-04-18,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,5780
Vistara,2019-03-18,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,4842
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,12384
Air India,2019-06-06,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13381
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,In-flight meal not included,4050
Spicejet,2019-06-12,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,8479
Indigo,2019-05-03,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5224
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2.0,No Info,11948
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,12927
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,10786
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,12373
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Jet Airways,2019-03-09,Delhi,Cochin,20:10:00,04:25:00,495,2.0,No Info,20904
Multiple Carriers,2019-05-18,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,13727
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,11228
Air India,2019-06-12,Kolkata,Banglore,20:30:00,20:25:00,1435,1.0,No Info,10203
Indigo,2019-06-27,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-27,Delhi,Cochin,17:00:00,01:35:00,515,1.0,No Info,6673
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Indigo,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,13611
Indigo,2019-03-03,Banglore,New Delhi,06:00:00,08:45:00,165,0.0,No Info,6144
Jet Airways,2019-03-21,Delhi,Cochin,09:00:00,18:50:00,590,1.0,In-flight meal not included,7438
Air India,2019-06-03,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,10067
Air India,2019-05-21,Delhi,Cochin,14:05:00,17:55:00,230,0.0,No Info,6094
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No Info,14151
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,7608
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50:00,1385,1.0,In-flight meal not included,5406
Indigo,2019-04-27,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,13029
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No Info,13731
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,11627
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,9555
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1.0,In-flight meal not included,8586
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,12647
Spicejet,2019-04-21,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,6460
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,In-flight meal not included,8586
Multiple Carriers,2019-05-18,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,16840
Air India,2019-04-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Spicejet,2019-05-09,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2017
Vistara,2019-03-09,Banglore,New Delhi,16:10:00,18:50:00,160,0.0,No Info,7923
Multiple Carriers,2019-05-09,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,18191
Spicejet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,3384
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,12681
Air India,2019-03-06,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,15284
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,In-flight meal not included,9899
Indigo,2019-05-12,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,5170
Air Asia,2019-05-03,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4409
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8452
Air Asia,2019-06-24,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6152
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:30:00,995,1.0,No Info,17261
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,5830
Indigo,2019-05-01,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Multiple Carriers,2019-03-01,Delhi,Cochin,14:35:00,22:20:00,465,1.0,No Info,14762
Jet Airways,2019-03-03,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,17234
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14571
Air India,2019-04-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,No Info,12452
Air India,2019-05-21,Kolkata,Banglore,14:30:00,12:30:00,1320,2.0,No Info,15107
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,12121
Multiple Carriers,2019-06-12,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11789
Spicejet,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Indigo,2019-05-03,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Indigo,2019-05-06,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Indigo,2019-05-21,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,7006
Indigo,2019-03-03,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No Info,12214
Indigo,2019-04-06,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3480
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,04:25:00,600,2.0,In-flight meal not included,7791
Spicejet,2019-06-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-03-21,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,In-flight meal not included,6163
Air India,2019-03-09,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5831
Indigo,2019-05-12,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,18:25:00,625,1.0,No Info,16736
Air Asia,2019-05-15,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,04:25:00,505,2.0,No Info,16263
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,9663
Indigo,2019-06-12,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No Info,5894
Air Asia,2019-06-21,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Indigo,2019-04-18,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4990
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495,2.0,No Info,11966
Spicejet,2019-03-24,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,9923
Indigo,2019-03-03,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,4575
Air India,2019-03-18,Banglore,New Delhi,17:25:00,23:25:00,1800,2.0,No Info,11518
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,9794
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,9732
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,No Info,13817
Indigo,2019-06-03,Delhi,Cochin,11:55:00,22:30:00,635,1.0,No Info,6442
